Date,Prediction,Lower Bound,Upper Bound,Is Forecast
2024-01-07,2638.2459749994,1741.6878505247553,3579.6246381996584,false
2024-01-08,3658.778812247044,2703.8213579230173,4636.344444354998,false
2024-01-09,3561.6613652824235,2648.7075154078307,4337.921799196629,false
2024-01-10,3631.2210572193553,2663.251197257892,4490.777519054488,false
2024-01-11,3638.469167988079,2747.1305919089473,4572.5142213760455,false
2024-01-12,3667.508569706756,2762.9276517911544,4561.413856417512,false
2024-01-13,2531.5162000686655,1561.466517367534,3375.0865543179993,false
2024-01-14,2551.3374998281415,1610.777453664608,3427.672496470005,false
2024-01-15,3557.979529989516,2658.0180510450223,4406.371187125034,false
2024-01-16,3469.3485308369054,2560.2105861045666,4352.308290745941,false
2024-01-17,3548.7742520937104,2662.78122596967,4436.695574652822,false
2024-01-18,3554.355476949303,2734.8512602876453,4498.730941398535,false
2024-01-19,3578.3250960376017,2674.831762326178,4494.256486059949,false
2024-01-20,2453.709379207921,1554.723087949247,3338.08235886453,false
2024-01-21,2510.0844984218415,1629.6186740610456,3448.4189837734925,false
2024-01-22,3561.330970718601,2642.7296030543475,4491.167908292128,false
2024-01-23,3490.2546949752386,2635.4086079119165,4391.168133831338,false
2024-01-24,3531.953492478643,2592.675331730615,4464.830221251002,false
2024-01-25,3444.552381269396,2569.4419085293525,4332.393759101306,false
2024-01-26,3349.649046928648,2465.839383959449,4221.714263119956,false
2024-01-27,2120.4865691725017,1255.7694120203414,3011.1548175683774,false
2024-01-28,2115.5402408174555,1203.3234429582928,3017.9512771509044,false
2024-01-29,3156.150566756756,2235.2995614521706,3971.1228151723562,false
2024-01-30,3115.666325367225,2168.310502673151,4048.0033998524227,false
2024-01-31,3212.362178332284,2273.802890788768,4150.258401019764,false
2024-02-01,3185.044462929448,2275.349799256238,4031.0865585981974,false
2024-02-02,3133.8160352060545,2257.8135334063045,4030.6038143512487,false
2024-02-03,1911.6738395517,1015.7582471205806,2781.323595879994,false
2024-02-04,1868.5673022020492,926.0259074119091,2737.3265452086152,false
2024-02-05,2839.513341523097,1964.0619543243758,3696.042687848774,false
2024-02-06,2731.788386789979,1828.2519734897232,3663.684797830661,false
2024-02-07,2799.198201466531,1885.590820223667,3686.0213723070055,false
2024-02-08,2793.7400142630845,1909.4159359125867,3745.809088431174,false
2024-02-09,2796.4310686401004,1909.5424736920122,3679.924109832197,false
2024-02-10,1622.9782942941583,633.5165398467008,2495.7471248948323,false
2024-02-11,1596.0501921883451,626.2833459764211,2555.95823646792,false
2024-02-12,2553.0960596432074,1693.9113454076278,3501.616884098511,false
2024-02-13,2428.7309739739017,1559.26084847342,3353.0760333392946,false
2024-02-14,2504.652234862125,1626.9441615109934,3458.976674001544,false
2024-02-15,2539.0645259882913,1658.1470840675834,3424.225166083097,false
2024-02-16,2596.3541803755543,1730.132074130823,3541.739069114384,false
2024-02-17,1472.0423468405306,585.188975039993,2312.404811925933,false
2024-02-18,1485.6006126949874,554.3141335865936,2401.705446573487,false
2024-02-19,2490.3633010318104,1621.3294068235934,3414.6012075743097,false
2024-02-20,2437.529654142971,1536.3881937095114,3284.421446436326,false
2024-02-21,2604.563115220091,1707.765059933156,3566.933509212247,false
2024-02-22,2720.5373992863715,1803.0629012351294,3584.902526332883,false
2024-02-23,2814.162121062459,1982.7280040300689,3724.2402976717904,false
2024-02-24,1664.660223624182,859.6950576034321,2576.5763722360757,false
2024-02-25,1606.9962716860396,722.950735693644,2485.250798640206,false
2024-02-26,2531.7880751777175,1589.5073722861148,3453.7256179545298,false
2024-02-27,2426.5988360597976,1540.5301285862304,3332.522811843387,false
2024-02-28,2586.8854047935292,1663.180974252126,3430.444534683933,false
2024-02-29,2739.1945040827063,1882.6558569719186,3618.2060642379606,false
2024-03-01,2897.770632906445,1968.6211726868187,3743.9122222306514,false
2024-03-02,1823.3578678660012,845.7263810788194,2717.931761956658,false
2024-03-03,1830.3294842237274,885.1493039391303,2735.6199974649135,false
2024-03-04,2787.4630487778377,1883.8850581802628,3659.3981888296066,false
2024-03-05,2666.3419132098206,1769.6256726944505,3602.0026097205932,false
2024-03-06,2764.2810965275844,1862.5520921059422,3657.202634170337,false
2024-03-07,2833.152252777018,1908.5990288845355,3773.212881651638,false
2024-03-08,2925.252132380673,2027.6830933138751,3829.0352673822645,false
2024-03-09,1828.5261388824729,912.2652689242639,2742.7489710960613,false
2024-03-10,1854.5115452518048,1017.4014304016553,2755.21343202702,false
2024-03-11,2841.1061705691764,1997.2487008889573,3718.251785682147,false
2024-03-12,2724.517877956044,1854.1244256219752,3631.116217300528,false
2024-03-13,2789.0479293391145,1927.196818396911,3695.866633492047,false
2024-03-14,2804.1948225214624,1937.8168616520165,3691.3267020617923,false
2024-03-15,2853.9273956955462,1998.8269983014072,3764.700662301664,false
2024-03-16,1745.5369207599238,785.784551366122,2642.1612164403027,false
2024-03-17,1784.4995458953522,941.311896205546,2656.3407585343143,false
2024-03-18,2787.816576624871,1919.6073078589652,3708.143104271988,false
2024-03-19,2678.825400211675,1828.1243395723102,3548.215737861374,false
2024-03-20,2749.938511435317,1881.2184622273871,3601.2214271421526,false
2024-03-21,2790.4237048082055,1863.2083109177745,3603.0009334229476,false
2024-03-22,2892.840057868105,2027.2137215596213,3756.564807396309,false
2024-03-23,1847.153375876821,970.0678506708346,2701.290890513533,false
2024-03-24,1923.4853481883274,984.5555070671761,2827.0903096960374,false
2024-03-25,2910.300446900136,2018.9724634334773,3772.830722366911,false
2024-03-26,2730.6121204914207,1828.97979037771,3653.9030177952022,false
2024-03-27,2705.808770511496,1818.442939617001,3637.6055836840264,false
2024-03-28,2664.9548876105036,1682.0724991784944,3560.0082108508163,false
2024-03-29,2729.0656376772604,1851.5944738340593,3616.995188668392,false
2024-03-30,1695.109846962534,748.6747109543022,2575.103360627192,false
2024-03-31,1823.2906861599947,920.4556909212247,2692.868171645282,false
2024-04-01,2884.793482355042,1957.6724641743588,3760.2058299669948,false
2024-04-02,2782.872421532351,1891.084097234627,3712.200219587117,false
2024-04-03,2817.005826766653,1946.2365145339547,3698.991559214092,false
2024-04-04,2795.6317882797935,1923.506921663979,3702.904891864124,false
2024-04-05,2830.9034719305905,1982.9525563442542,3737.4920380936796,false
2024-04-06,1733.1825371731616,846.0497734350049,2660.549334853777,false
2024-04-07,1796.376255024507,889.6468682065815,2690.2472644168624,false
2024-04-08,2827.043857901057,1917.0250715161499,3670.0462651928005,false
2024-04-09,2741.544564343964,1833.5980835184223,3601.114321579812,false
2024-04-10,2820.2600409255033,1862.7317176827157,3690.173348970556,false
2024-04-11,2834.403972325937,1947.8452045464323,3669.048986193351,false
2024-04-12,2868.9909617280096,1986.0020510037934,3755.3061804585464,false
2024-04-13,1737.032470342294,917.7090171661536,2577.0346569157946,false
2024-04-14,1760.0634021219612,824.9928666420471,2637.0378183665593,false
2024-04-15,2772.8898067403043,1823.7766908551635,3726.5212674634968,false
2024-04-16,2698.492987301829,1811.2492171884026,3684.0960333898443,false
2024-04-17,2801.0891846955597,1935.3310358522845,3715.1233287482682,false
2024-04-18,2832.212785356146,1933.926753928505,3781.8614306011136,false
2024-04-19,2874.21796563589,1994.1524557794535,3814.1258224710027,false
2024-04-20,1756.5558378245562,863.5482467956007,2617.128397084868,false
2024-04-21,1817.9057945107957,891.3757538576607,2740.275151626923,false
2024-04-22,2889.393357210471,1976.6926382673869,3772.8396743582757,false
2024-04-23,2865.4025821677474,1976.8700694430213,3789.3934976500104,false
2024-04-24,2974.974919314584,2050.7427846545465,3893.421696828357,false
2024-04-25,2953.8052528316875,2095.169864327353,3833.88266681213,false
2024-04-26,2900.145864070412,2026.0966516678523,3804.5314624866423,false
2024-04-27,1681.073921780463,777.9842375146644,2531.837926672207,false
2024-04-28,1671.90543344672,834.1756780706927,2614.712444880004,false
2024-04-29,2721.9565485329567,1781.7218868033428,3520.546273798329,false
2024-04-30,2723.202591231756,1856.6410293048373,3560.467731038898,false
2024-05-01,2890.2577631152158,2021.0044311031224,3783.8153572210554,false
2024-05-02,2940.2962541752295,2070.005895770437,3794.1040354067595,false
2024-05-03,2950.8603329237126,2052.862589005085,3878.2213179950472,false
2024-05-04,1766.9961161664614,924.5222333175528,2642.1011268450698,false
2024-05-05,1747.7835326493487,862.0044974445807,2678.1440905635523,false
2024-05-06,2744.0835630880993,1844.6429573837288,3660.461622641247,false
2024-05-07,2672.8357109941817,1737.5772431975463,3608.2930684473354,false
2024-05-08,2786.3090362830217,1950.2005829839964,3674.9062895744437,false
2024-05-09,2828.456539136564,1874.7417921677984,3747.3917277857754,false
2024-05-10,2873.5487506157865,2018.812219264486,3776.6522105898684,false
2024-05-11,1735.3150116648394,794.3685168266306,2578.5949814093556,false
2024-05-12,1737.0330308989405,840.5646250315915,2627.824737639059,false
2024-05-13,2716.1444945194307,1821.2734123207063,3662.2617019713553,false
2024-05-14,2606.8413025110226,1704.316020184906,3516.0810013912815,false
2024-05-15,2692.729854596093,1832.32473353598,3627.2675093697126,false
2024-05-16,2736.8210604911364,1876.4226516153697,3661.596194437008,false
2024-05-17,2807.088549095333,1902.5090166703628,3736.4187411063745,false
2024-05-18,1696.1851298343586,819.4813006257168,2522.1956811441605,false
2024-05-19,1714.395482313623,824.5527026998391,2708.86354931298,false
2024-05-20,2707.2072906370495,1863.8811515603122,3561.3586549966803,false
2024-05-21,2628.571901794322,1700.3123681068396,3549.302502513518,false
2024-05-22,2770.727910516979,1821.095111595087,3676.6432904459334,false
2024-05-23,2879.4494819778706,1994.4386707321928,3747.360460691393,false
2024-05-24,2987.485011618128,2061.147329579078,3986.1342475694523,false
2024-05-25,1859.1129881588727,944.3385683510306,2818.331693945709,false
